long_name,age_15,overall_15,age_16,overall_16,age_17,overall_17,age_18,overall_18,age_19,overall_19,age_20,overall_20,current_player_name,player_position,current_club,age_21,overall_21,overall_average,overall_21_predicted,age_22,age_23,age_24,overall_22_predicted,overall_23_predicted,overall_24_predicted
Ángel González,,,,,22.0,62.0,23.0,66.0,24.0,72.0,25.0,74.0,A. González,Forward,Estudiantes de La Plata,26.0,72.0,73.0,73.07,27.0,28.0,29.0,73.06,73.11,73.2
Mark Oxley,,,,,25.0,62.0,26.0,62.0,27.0,66.0,28.0,65.0,M. Oxley,Goalkeeper,Southend United,29.0,63.0,64.0,64.0,30.0,31.0,32.0,63.82,63.7,63.62
Javier Nicolás Burrai,,,,,25.0,62.0,,,,,28.0,69.0,J. Burrai,Goalkeeper,Barcelona Sporting Club,29.0,69.0,69.0,68.97,30.0,31.0,32.0,68.81,68.71,68.65
황순민 金胜敏,,,,,25.0,62.0,26.0,61.0,27.0,64.0,28.0,64.0,Hwang Soon Min,Midfielder,Daegu FC,29.0,63.0,63.5,63.51,30.0,31.0,32.0,63.33,63.21,63.13
Anssi Jaakkola,,,,,29.0,62.0,30.0,64.0,31.0,64.0,32.0,66.0,A. Jaakkola,Goalkeeper,Bristol Rovers,33.0,67.0,66.5,66.4,34.0,35.0,36.0,66.14,65.94,65.79
大野 和成,,,,,26.0,62.0,27.0,61.0,28.0,62.0,29.0,63.0,K. Ono,Defender,Shonan Bellmare,30.0,64.0,63.5,63.49,31.0,32.0,33.0,63.29,63.15,63.05
Régis Gurtner,,,,,29.0,62.0,30.0,73.0,31.0,77.0,32.0,77.0,R. Gurtner,Goalkeeper,Amiens SC,33.0,77.0,77.0,76.75,34.0,35.0,36.0,76.46,76.23,76.04
Douglas Arthur Carvalheira Peixoto,,,,,32.0,62.0,,,,,31.0,74.0,Douglas Carvalheira,Defender,Flamengo,32.0,74.0,74.0,73.82,33.0,34.0,35.0,73.57,73.38,73.23
Gérson Adriano Damesio Figueiras,,,,,28.0,62.0,,,,,27.0,74.0,Gérson Damesio,Defender,Flamengo,28.0,74.0,74.0,73.98,29.0,30.0,31.0,73.89,73.86,73.87
Wagner Mauro Laranjo Coelho,,,,,28.0,62.0,,,,,35.0,77.0,Wagner Laranjo,Midfielder,Palmeiras,36.0,77.0,77.0,76.63,37.0,38.0,39.0,76.23,75.89,75.59
Rodrigo Éder Vuarte Ruiz,,,,,28.0,62.0,29.0,62.0,,,27.0,77.0,Rodrigo Vuarte,Midfielder,São Paulo,28.0,77.0,77.0,76.96,29.0,30.0,31.0,76.89,76.88,76.91
Rubens Jairo Freitosa Costa,,,,,32.0,62.0,,,,,35.0,75.0,Rubens Freitosa,Midfielder,Palmeiras,36.0,75.0,75.0,74.67,37.0,38.0,39.0,74.28,73.96,73.68
Elias Thiago Petri Taffarel,,,,,28.0,62.0,,,,,23.0,75.0,Elildo Petri,Forward,Palmeiras,24.0,75.0,75.0,75.17,25.0,26.0,27.0,75.28,75.45,75.66
Thiago Marcos Rolim Nascimento,,,,,32.0,62.0,33.0,62.0,,,23.0,73.0,Thio Rolim,Midfielder,Vasco da Gama,24.0,73.0,73.0,73.16,25.0,26.0,27.0,73.24,73.38,73.56
Aly Keita,,,,,29.0,62.0,30.0,65.0,31.0,65.0,32.0,66.0,A. Keita,Goalkeeper,Östersunds FK,33.0,66.0,66.0,65.91,34.0,35.0,36.0,65.66,65.47,65.32
石原 直樹,,,,,31.0,62.0,32.0,62.0,33.0,65.0,34.0,65.0,N. Ishihara,Forward,Shonan Bellmare,35.0,66.0,65.5,65.39,36.0,37.0,38.0,65.11,64.9,64.73
Carlos Gustavo Quintana,,,,,28.0,62.0,29.0,63.0,30.0,70.0,31.0,72.0,C. Quintana,Defender,Argentinos Juniors,32.0,73.0,72.5,72.34,33.0,34.0,35.0,72.09,71.9,71.75
Ivan Oblyakov,,,,,17.0,61.0,18.0,64.0,,,20.0,73.0,I. Oblyakov,Midfielder,PFC CSKA Moscow,21.0,72.0,72.5,72.8,22.0,23.0,24.0,73.02,73.3,73.63
Quentin Boisgard,,,,,19.0,61.0,20.0,66.0,21.0,67.0,22.0,67.0,Q. Boisgard,Midfielder,FC Lorient,23.0,68.0,67.5,67.68,24.0,25.0,26.0,67.71,67.8,67.94
Nicolás Enrique Ramírez Aguilera,,,,,19.0,61.0,,,21.0,66.0,22.0,68.0,N. Ramírez,Defender,CD Huachipato,23.0,67.0,67.5,67.68,24.0,25.0,26.0,67.71,67.8,67.94
Víctor Álvarez Rozada,,,,,18.0,61.0,19.0,64.0,20.0,64.0,21.0,66.0,Viti Rozada,Midfielder,Real Oviedo,22.0,65.0,65.5,65.7,23.0,24.0,25.0,65.73,65.82,65.95
Bakery Jatta,,,,,18.0,61.0,19.0,65.0,20.0,66.0,21.0,70.0,B. Jatta,Forward,Hamburger SV,22.0,71.0,70.5,70.74,23.0,24.0,25.0,70.87,71.07,71.31
Tom Beadling,,,,,20.0,61.0,21.0,61.0,,,23.0,59.0,T. Beadling,Midfielder,Barrow,24.0,59.0,59.0,59.1,25.0,26.0,27.0,58.95,58.86,58.81
Kyle Howkins,,,,,20.0,61.0,21.0,61.0,22.0,61.0,23.0,61.0,K. Howkins,Defender,Newport County,24.0,61.0,61.0,61.11,25.0,26.0,27.0,60.99,60.93,60.91
Miguel Juan Llambrich,,,,,20.0,61.0,21.0,62.0,22.0,66.0,23.0,71.0,Miguelón,Defender,RCD Espanyol,24.0,72.0,71.5,71.66,25.0,26.0,27.0,71.72,71.84,72.0
Antoine Joseph Emmanuel Bernède,,,,,17.0,61.0,18.0,61.0,19.0,63.0,20.0,70.0,A. Bernede,Midfielder,FC Red Bull Salzburg,21.0,71.0,70.5,70.79,22.0,23.0,24.0,70.97,71.21,71.5
Antonio Martínez López,,,,,19.0,61.0,20.0,62.0,21.0,66.0,22.0,68.0,Toni Martínez,Forward,Famalicão,23.0,75.0,71.5,71.7,24.0,25.0,26.0,71.8,71.97,72.18
Shane McLoughlin,,,,,19.0,61.0,,,21.0,61.0,22.0,61.0,S. McLoughlin,Defender,AFC Wimbledon,23.0,63.0,62.0,62.13,24.0,25.0,26.0,62.05,62.03,62.05
İrfan Can Eğribayat,,,,,18.0,61.0,,,,,21.0,61.0,I. Eğribayat,Goalkeeper,Göztepe SK,22.0,61.0,61.0,61.15,23.0,24.0,25.0,61.08,61.07,61.1
Stefan Gartenmann,,,,,19.0,61.0,20.0,60.0,21.0,61.0,22.0,63.0,S. Gartenmann,Defender,SønderjyskE,23.0,64.0,63.5,63.65,24.0,25.0,26.0,63.6,63.61,63.67
Patrik Karlsson Lagemyr,,,,,19.0,61.0,20.0,61.0,21.0,63.0,22.0,65.0,P. Karlsson Lagemyr,Midfielder,IFK Göteborg,23.0,66.0,65.5,65.66,24.0,25.0,26.0,65.65,65.7,65.8
Mats Köhlert,,,,,18.0,61.0,19.0,60.0,,,21.0,64.0,M. Köhlert,Forward,Willem II,22.0,70.0,67.0,67.21,23.0,24.0,25.0,67.27,67.39,67.56
Babacar Niasse Mbaye,,,,,19.0,61.0,20.0,62.0,21.0,63.0,22.0,66.0,B. Niasse,Goalkeeper,CD Tondela,23.0,66.0,66.0,66.17,24.0,25.0,26.0,66.17,66.23,66.34
Michał Nalepa,,,,,21.0,61.0,22.0,62.0,23.0,59.0,24.0,65.0,M. Nalepa,Defender,Lechia Gdańsk,27.0,69.0,67.0,67.04,28.0,29.0,30.0,66.93,66.88,66.87
Brandon Comley,,,,,20.0,61.0,21.0,60.0,22.0,63.0,23.0,63.0,B. Comley,Midfielder,Bolton Wanderers,24.0,65.0,64.0,64.12,25.0,26.0,27.0,64.06,64.06,64.1
Juan Ferney Otero Tovar,,,,,21.0,61.0,22.0,70.0,23.0,73.0,24.0,72.0,J. Otero,Midfielder,Amiens SC,25.0,72.0,72.0,72.12,26.0,27.0,28.0,72.14,72.22,72.34
妍捷安,,,,,21.0,61.0,,,,,24.0,61.0,Yeon Je Woon,Defender,Seongnam FC,25.0,66.0,63.5,63.59,26.0,27.0,28.0,63.49,63.45,63.45
Numa Lavanchy,,,,,22.0,61.0,23.0,62.0,24.0,65.0,25.0,66.0,N. Lavanchy,Midfielder,FC Lugano,26.0,70.0,68.0,68.07,27.0,28.0,29.0,68.0,67.99,68.02
Hosam Aiesh,,,,,21.0,61.0,22.0,64.0,23.0,66.0,24.0,70.0,H. Aiesh,Midfielder,IFK Göteborg,25.0,71.0,70.5,70.61,26.0,27.0,28.0,70.61,70.67,70.77
Daniel Sappa,,,,,21.0,61.0,22.0,63.0,23.0,62.0,24.0,66.0,D. Sappa,Goalkeeper,Patronato,25.0,69.0,67.5,67.61,26.0,27.0,28.0,67.57,67.59,67.65
Javier Jiménez Moreno,,,,,20.0,61.0,21.0,69.0,22.0,68.0,23.0,67.0,Javi Jiménez,Defender,CD Mirandés,24.0,67.0,67.0,67.14,25.0,26.0,27.0,67.13,67.18,67.27
Michael Olunga Ogada,,,,,22.0,61.0,23.0,69.0,24.0,72.0,25.0,74.0,M. Olunga,Forward,Kashiwa Reysol,26.0,74.0,74.0,74.07,27.0,28.0,29.0,74.07,74.13,74.23
Bruno Viana Willemen Da Silva,,,,,21.0,61.0,22.0,70.0,23.0,77.0,24.0,78.0,Bruno Viana,Defender,SC Braga,25.0,77.0,77.5,77.61,26.0,27.0,28.0,77.69,77.83,78.01
Simon Grether,,,,,24.0,61.0,25.0,61.0,26.0,65.0,27.0,64.0,S. Grether,Defender,FC Luzern,28.0,65.0,64.5,64.52,29.0,30.0,31.0,64.36,64.26,64.2
Onel Lázaro Hernández Mayea,,,,,23.0,61.0,24.0,69.0,25.0,70.0,26.0,73.0,O. Hernández,Midfielder,Norwich City,27.0,73.0,73.0,73.03,28.0,29.0,30.0,72.97,72.97,73.01
Facundo Cobos,,,,,23.0,61.0,24.0,62.0,25.0,62.0,26.0,65.0,F. Cobos,Defender,Sol de América,27.0,65.0,65.0,65.04,28.0,29.0,30.0,64.91,64.84,64.81
Carlos Alberto Rodríguez Gómez,,,,,19.0,61.0,,,21.0,63.0,22.0,70.0,C. Rodríguez,Midfielder,Monterrey,23.0,75.0,72.5,72.71,24.0,25.0,26.0,72.83,73.01,73.24
Erwin Koffi,,,,,21.0,61.0,22.0,63.0,,,24.0,64.0,E. Koffi,Midfielder,Pau FC,25.0,64.0,64.0,64.09,26.0,27.0,28.0,64.0,63.97,63.98
Christoph Monschein,,,,,23.0,61.0,24.0,66.0,25.0,67.0,26.0,68.0,C. Monschein,Forward,FK Austria Wien,27.0,71.0,69.5,69.54,28.0,29.0,30.0,69.45,69.42,69.43
Diego Armando Godoy Vázquez,,,,,24.0,61.0,,,,,27.0,70.0,D. Godoy,Midfielder,Millonarios FC,28.0,70.0,70.0,70.0,29.0,30.0,31.0,69.88,69.82,69.8
Craig Clay,,,,,24.0,61.0,,,,,27.0,61.0,C. Clay,Midfielder,Leyton Orient,28.0,63.0,62.0,62.03,29.0,30.0,31.0,61.86,61.75,61.68
Carlos Emilio Rodríguez Rodríguez,,,,,26.0,61.0,27.0,67.0,,,29.0,68.0,C. Rodríguez,Defender,Delfín SC,30.0,68.0,68.0,67.95,31.0,32.0,33.0,67.76,67.63,67.54
Hussain Al Shuwaysh,,,,,27.0,61.0,28.0,61.0,29.0,61.0,30.0,62.0,H. Al Shuwaysh,Defender,Al Raed,31.0,61.0,61.5,61.51,32.0,33.0,34.0,61.3,61.15,61.04
Alexis Hinestroza Estacio,,,,,27.0,61.0,28.0,64.0,29.0,65.0,30.0,65.0,A. Hinestroza,Midfielder,Nacional Potosí,31.0,65.0,65.0,64.96,32.0,33.0,34.0,64.74,64.58,64.46
Tobias Karlsson,,,,,27.0,61.0,,,,,30.0,64.0,T. Karlsson,Defender,Falkenbergs FF,31.0,63.0,63.5,63.48,32.0,33.0,34.0,63.27,63.12,63.01
João Everton Barnierie Cabral,,,,,32.0,61.0,,,,,23.0,69.0,João Barnierie,Defender,Oceânico FC,24.0,69.0,69.0,69.15,25.0,26.0,27.0,69.17,69.25,69.37
Tony Josimar Abranjes Meneses,,,,,28.0,61.0,,,,,31.0,80.0,Tony Abranjes,Defender,Palmeiras,32.0,80.0,80.0,79.75,33.0,34.0,35.0,79.49,79.29,79.13
Nicolás Evandro Filheiro Stein,,,,,32.0,61.0,,,,,23.0,76.0,Nicolás Filhei,Midfielder,São Paulo,24.0,76.0,76.0,76.17,25.0,26.0,27.0,76.29,76.47,76.69
松浦 拓弥,,,,,27.0,61.0,28.0,61.0,29.0,62.0,30.0,62.0,T. Matsuura,Midfielder,Yokohama FC,31.0,62.0,62.0,62.0,32.0,33.0,34.0,61.79,61.64,61.53
Lasse Fosgaard,,,,,29.0,61.0,30.0,63.0,,,32.0,63.0,L. Fosgaard,Defender,Lyngby BK,33.0,64.0,63.5,63.45,34.0,35.0,36.0,63.21,63.04,62.91
Dimitri Liénard,,,,,28.0,61.0,29.0,75.0,30.0,76.0,31.0,73.0,D. Liénard,Midfielder,RC Strasbourg Alsace,32.0,75.0,74.0,73.82,33.0,34.0,35.0,73.57,73.38,73.23
Josh Maja,,,,,17.0,60.0,18.0,60.0,19.0,63.0,20.0,66.0,J. Maja,Forward,FC Girondins de Bordeaux,21.0,71.0,68.5,68.77,22.0,23.0,24.0,68.9,69.1,69.34
Mamadou Fofana,,,,,18.0,60.0,19.0,60.0,20.0,63.0,21.0,70.0,M. Fofana,Midfielder,FC Metz,22.0,70.0,70.0,70.24,23.0,24.0,25.0,70.36,70.55,70.78
Abdoulaye Sissako,,,,,18.0,60.0,19.0,62.0,20.0,61.0,21.0,62.0,A. Sissako,Midfielder,SV Zulte-Waregem,22.0,69.0,65.5,65.7,23.0,24.0,25.0,65.73,65.82,65.95
Lautaro Javier Martínez,,,,,18.0,60.0,19.0,72.0,20.0,79.0,21.0,81.0,L. Martínez,Forward,Inter,22.0,84.0,82.5,82.75,23.0,24.0,25.0,83.02,83.35,83.72
Ismaïla Sarr,,,,,18.0,60.0,19.0,73.0,20.0,76.0,21.0,78.0,I. Sarr,Midfielder,Watford,22.0,78.0,78.0,78.27,23.0,24.0,25.0,78.51,78.82,79.17
Charlie Colkett,,,,,19.0,60.0,20.0,65.0,21.0,65.0,22.0,65.0,C. Colkett,Midfielder,Östersunds FK,23.0,64.0,64.5,64.65,24.0,25.0,26.0,64.62,64.65,64.73
Ezequiel Barco,,,,,17.0,60.0,18.0,72.0,19.0,74.0,20.0,74.0,E. Barco,Midfielder,Atlanta United,21.0,74.0,74.0,74.31,22.0,23.0,24.0,74.56,74.87,75.23
Nordin Jackers,,,,,18.0,60.0,19.0,64.0,20.0,66.0,21.0,67.0,N. Jackers,Goalkeeper,Waasland-Beveren,22.0,67.0,67.0,67.21,23.0,24.0,25.0,67.27,67.39,67.56
Fabian Reese,,,,,18.0,60.0,19.0,64.0,20.0,65.0,21.0,65.0,F. Reese,Forward,Holstein Kiel,22.0,66.0,65.5,65.7,23.0,24.0,25.0,65.73,65.82,65.95
Maximilian Wöber,,,,,18.0,60.0,19.0,67.0,20.0,73.0,21.0,73.0,M. Wöber,Defender,FC Red Bull Salzburg,22.0,74.0,73.5,73.76,23.0,24.0,25.0,73.95,74.2,74.49
Timo Hübers,,,,,19.0,60.0,20.0,61.0,21.0,66.0,22.0,66.0,T. Hübers,Defender,Hannover 96,23.0,68.0,67.0,67.17,24.0,25.0,26.0,67.19,67.27,67.4
Mounir Chouiar,,,,,17.0,60.0,18.0,60.0,19.0,61.0,20.0,65.0,M. Chouiar,Midfielder,Dijon FCO,21.0,73.0,69.0,69.27,22.0,23.0,24.0,69.42,69.63,69.89
Jesper Karlsson,,,,,17.0,60.0,18.0,60.0,19.0,63.0,20.0,63.0,J. Karlsson,Forward,IF Elfsborg,21.0,70.0,66.5,66.74,22.0,23.0,24.0,66.83,66.98,67.18
Jannes-Kilian Horn,,,,,19.0,60.0,20.0,68.0,21.0,68.0,22.0,69.0,J. Horn,Defender,1. FC Köln,23.0,70.0,69.5,69.69,24.0,25.0,26.0,69.76,69.89,70.06
Alex Muyl,,,,,20.0,60.0,21.0,64.0,22.0,65.0,23.0,67.0,A. Muyl,Midfielder,Nashville SC,24.0,68.0,67.5,67.64,25.0,26.0,27.0,67.63,67.69,67.79
Robin Le Normand,,,,,19.0,60.0,,,21.0,62.0,22.0,69.0,R. Le Normand,Defender,Real Sociedad,23.0,75.0,72.0,72.21,24.0,25.0,26.0,72.32,72.49,72.71
Matty Cash,,,,,18.0,60.0,19.0,64.0,20.0,69.0,21.0,70.0,M. Cash,Defender,Aston Villa,22.0,75.0,72.5,72.76,23.0,24.0,25.0,72.93,73.16,73.44
Daniel Cleary,,,,,20.0,60.0,,,22.0,64.0,23.0,63.0,D. Cleary,Defender,Dundalk,24.0,63.0,63.0,63.12,25.0,26.0,27.0,63.04,63.02,63.04
Robin Bormuth,,,,,20.0,60.0,21.0,69.0,22.0,69.0,23.0,70.0,R. Bormuth,Defender,Karlsruher SC,24.0,68.0,69.0,69.15,25.0,26.0,27.0,69.17,69.25,69.37
Juan José Narváez Solarte,,,,,21.0,60.0,22.0,63.0,23.0,69.0,24.0,69.0,J. Narváez,Forward,Real Zaragoza,25.0,69.0,69.0,69.11,26.0,27.0,28.0,69.09,69.13,69.21
Milton Nahuel Valenzuela,,,,,17.0,60.0,18.0,60.0,19.0,71.0,20.0,71.0,M. Valenzuela,Defender,Columbus Crew SC,21.0,71.0,71.0,71.29,22.0,23.0,24.0,71.48,71.73,72.03
Stian Rode Gregersen,,,,,21.0,60.0,22.0,64.0,23.0,64.0,24.0,66.0,S. Gregersen,Defender,Molde FK,25.0,65.0,65.5,65.6,26.0,27.0,28.0,65.53,65.52,65.55
Valentin Alexandru Cojocaru,,,,,20.0,60.0,,,,,23.0,69.0,V. Cojocaru,Goalkeeper,FC Viitorul,24.0,67.0,68.0,68.14,25.0,26.0,27.0,68.14,68.2,68.31
Liam Shephard,,,,,21.0,60.0,22.0,60.0,23.0,61.0,24.0,64.0,L. Shephard,Defender,Newport County,25.0,65.0,64.5,64.6,26.0,27.0,28.0,64.52,64.49,64.51
川邉 骏,,,,,20.0,60.0,21.0,61.0,22.0,62.0,23.0,67.0,H. Kawabe,Midfielder,Sanfrecce Hiroshima,24.0,69.0,68.0,68.14,25.0,26.0,27.0,68.14,68.2,68.31
Fernand Mayembo,,,,,20.0,60.0,,,22.0,64.0,23.0,66.0,F. Mayembo,Defender,Le Havre AC,24.0,65.0,65.5,65.63,25.0,26.0,27.0,65.59,65.61,65.67
吉野 恭平,,,,,21.0,60.0,,,23.0,61.0,24.0,63.0,K. Yoshino,Defender,Vegalta Sendai,25.0,66.0,64.5,64.6,26.0,27.0,28.0,64.52,64.49,64.51
Achilleas Poungouras,,,,,20.0,60.0,,,,,23.0,68.0,A. Poungouras,Defender,Panathinaikos FC,24.0,68.0,68.0,68.14,25.0,26.0,27.0,68.14,68.2,68.31
Petar Golubović,,,,,21.0,60.0,22.0,60.0,23.0,64.0,24.0,64.0,P. Golubović,Defender,KV Kortrijk,25.0,67.0,65.5,65.6,26.0,27.0,28.0,65.53,65.52,65.55
Alexandre Olliero,,,,,20.0,60.0,21.0,62.0,22.0,63.0,23.0,66.0,A. Olliero,Goalkeeper,Pau FC,24.0,67.0,66.5,66.64,25.0,26.0,27.0,66.62,66.66,66.74
Diego Iván Pineda Juárez,,,,,21.0,60.0,,,,,24.0,60.0,D. Pineda,Forward,Atlético de San Luis,25.0,60.0,60.0,60.09,26.0,27.0,28.0,59.94,59.85,59.8
Igor Sapała,,,,,20.0,60.0,,,,,23.0,63.0,I. Sapała,Midfielder,Raków Częstochowa,24.0,64.0,63.5,63.62,25.0,26.0,27.0,63.55,63.54,63.57
정동윤 郑东尹,,,,,22.0,60.0,,,24.0,61.0,25.0,61.0,Jeong Dong Yun,Defender,Incheon United FC,26.0,63.0,62.0,62.07,27.0,28.0,29.0,61.93,61.85,61.81
Niklas Fernando Nygard Castro,,,,,20.0,60.0,,,,,23.0,67.0,N. Castro,Midfielder,Aalesunds FK,24.0,67.0,67.0,67.14,25.0,26.0,27.0,67.13,67.18,67.27
Kevin Bonifazi,,,,,20.0,60.0,21.0,71.0,22.0,71.0,23.0,71.0,K. Bonifazi,Defender,SPAL,24.0,70.0,70.5,70.65,25.0,26.0,27.0,70.69,70.79,70.94
Saeed Awadh Al Yami,,,,,22.0,60.0,23.0,64.0,24.0,65.0,25.0,64.0,S. Al Rubaie,Defender,Ettifaq FC,26.0,64.0,64.0,64.07,27.0,28.0,29.0,63.95,63.89,63.87
和泉 竜司,,,,,22.0,60.0,,,24.0,60.0,25.0,66.0,R. Izumi,Midfielder,Kashima Antlers,26.0,68.0,67.0,67.07,27.0,28.0,29.0,66.99,66.97,66.99
Steffen Lie Skålevik,,,,,23.0,60.0,,,25.0,66.0,26.0,65.0,S. Skålevik,Forward,IK Start,27.0,63.0,64.0,64.05,28.0,29.0,30.0,63.91,63.83,63.79
Ryan Bowman,,,,,24.0,60.0,25.0,60.0,26.0,64.0,27.0,64.0,R. Bowman,Forward,Exeter City,28.0,63.0,63.5,63.53,29.0,30.0,31.0,63.36,63.25,63.18
Tim Knipping,,,,,23.0,60.0,24.0,66.0,25.0,71.0,26.0,69.0,T. Knipping,Defender,SG Dynamo Dresden,27.0,65.0,67.0,67.04,28.0,29.0,30.0,66.93,66.88,66.87
Ryan William Fulton,,,,,20.0,60.0,21.0,60.0,22.0,60.0,23.0,61.0,R. Fulton,Goalkeeper,Hamilton Academical FC,24.0,61.0,61.0,61.11,25.0,26.0,27.0,60.99,60.93,60.91
Facundo Barcelo Viera,,,,,23.0,60.0,24.0,61.0,25.0,62.0,26.0,65.0,F. Barceló,Forward,Emelec,27.0,67.0,66.0,66.04,28.0,29.0,30.0,65.92,65.86,65.84
Pablo González Díaz,,,,,23.0,60.0,,,25.0,64.0,26.0,66.0,P. González,Midfielder,Puebla FC,27.0,71.0,68.5,68.54,28.0,29.0,30.0,68.44,68.4,68.4
Mynor Javier Escoe Miller,,,,,25.0,60.0,,,,,28.0,62.0,M. Escoe,Forward,AC Mineros de Guayana,29.0,62.0,62.0,62.02,30.0,31.0,32.0,61.83,61.7,61.61
Dylan Fox,,,,,22.0,60.0,23.0,60.0,24.0,64.0,25.0,61.0,D. Fox,Defender,Central Coast Mariners,26.0,61.0,61.0,61.07,27.0,28.0,29.0,60.92,60.83,60.78
Marwane Saadane,,,,,24.0,60.0,,,26.0,65.0,27.0,67.0,M. Saadane,Defender,Al Fateh,28.0,67.0,67.0,67.01,29.0,30.0,31.0,66.87,66.79,66.75
Aristote Nsiala,,,,,24.0,60.0,25.0,64.0,26.0,68.0,27.0,69.0,A. Nsiala,Defender,Ipswich Town,28.0,65.0,67.0,67.01,29.0,30.0,31.0,66.87,66.79,66.75
Mikkel Rygaard Jensen,,,,,25.0,60.0,26.0,71.0,27.0,72.0,28.0,71.0,M. Rygaard,Forward,FC Nordsjælland,29.0,69.0,70.0,69.96,30.0,31.0,32.0,69.81,69.72,69.67
今井 智基,,,,,25.0,60.0,26.0,60.0,,,28.0,60.0,T. Imai,Defender,Western United FC,29.0,61.0,60.5,60.54,30.0,31.0,32.0,60.35,60.22,60.13
Emiliano Jorge Rubén Méndez,,,,,27.0,60.0,,,,,30.0,69.0,E. Méndez,Midfielder,Arsenal de Sarandí,31.0,71.0,70.0,69.9,32.0,33.0,34.0,69.68,69.52,69.4
Efecan Karaca,,,,,26.0,60.0,27.0,70.0,28.0,72.0,29.0,73.0,E. Karaca,Midfielder,Alanyaspor,30.0,74.0,73.5,73.4,31.0,32.0,33.0,73.22,73.1,73.02
Matías Nicolás Cano,,,,,30.0,60.0,,,,,33.0,66.0,M. Cano,Goalkeeper,Coquimbo Unido,34.0,66.0,66.0,65.89,35.0,36.0,37.0,65.62,65.41,65.24
Romain Armand,,,,,29.0,60.0,30.0,60.0,31.0,60.0,32.0,66.0,R. Armand,Forward,Pau FC,33.0,67.0,66.5,66.4,34.0,35.0,36.0,66.14,65.94,65.79
Paolo Bartolomei,,,,,26.0,60.0,27.0,60.0,28.0,69.0,29.0,70.0,P. Bartolomei,Midfielder,Spezia,30.0,71.0,70.5,70.43,31.0,32.0,33.0,70.24,70.11,70.02
Adriano Well. Bastos Oliveira,,,,,24.0,60.0,,,,,31.0,70.0,Adrizinho Bastos,Goalkeeper,Vasco da Gama,32.0,70.0,70.0,69.87,33.0,34.0,35.0,69.62,69.43,69.28
Jadson José Meireles Correia,,,,,32.0,60.0,,,,,23.0,77.0,Jadsinho Mei,Midfielder,Flamengo,24.0,77.0,77.0,77.16,25.0,26.0,27.0,77.29,77.48,77.71
Wilson Allan Sosán Laforte,,,,,28.0,60.0,,,,,23.0,69.0,Wilson Sosán,Midfielder,Atlético Clube Goianiense,24.0,69.0,69.0,69.15,25.0,26.0,27.0,69.17,69.25,69.37
Aaron Ramsdale,,,,,18.0,59.0,19.0,61.0,20.0,62.0,21.0,68.0,A. Ramsdale,Goalkeeper,Sheffield United,22.0,75.0,71.5,71.75,23.0,24.0,25.0,71.9,72.11,72.37
Federico Matías Zaracho,,,,,18.0,59.0,19.0,61.0,20.0,72.0,21.0,78.0,M. Zaracho,Midfielder,Racing Club,22.0,76.0,77.0,77.27,23.0,24.0,25.0,77.5,77.8,78.14
Aleksandr Maksimenko,,,,,18.0,59.0,21.0,57.0,20.0,65.0,21.0,70.0,A. Maksimenko,Goalkeeper,Spartak Moscow,22.0,73.0,71.5,71.75,23.0,24.0,25.0,71.9,72.11,72.37
Florian Müller,,,,,18.0,59.0,19.0,63.0,20.0,67.0,21.0,75.0,F. Müller,Goalkeeper,SC Freiburg,22.0,76.0,75.5,75.77,23.0,24.0,25.0,75.99,76.27,76.59
Ibrahim Sangaré,,,,,18.0,59.0,23.0,58.0,20.0,71.0,21.0,76.0,I. Sangaré,Midfielder,Toulouse Football Club,22.0,74.0,75.0,75.27,23.0,24.0,25.0,75.48,75.75,76.07
Max Besuschkow,,,,,19.0,59.0,20.0,62.0,,,22.0,63.0,M. Besuschkow,Midfielder,SSV Jahn Regensburg,23.0,66.0,64.5,64.65,24.0,25.0,26.0,64.62,64.65,64.73
Aaron Wan-Bissaka,,,,,18.0,59.0,19.0,55.0,20.0,70.0,21.0,79.0,A. Wan-Bissaka,Defender,Manchester United,22.0,83.0,81.0,81.26,23.0,24.0,25.0,81.53,81.86,82.23
Shuaibu Lalle Ibrahim,,,,,19.0,59.0,20.0,62.0,,,22.0,62.0,S. Ibrahim,Forward,Mjøndalen IF,23.0,62.0,62.0,62.13,24.0,25.0,26.0,62.05,62.03,62.05
Eirik Haugan,,,,,18.0,59.0,,,,,21.0,61.0,E. Haugan,Defender,Östersunds FK,22.0,60.0,60.5,60.64,23.0,24.0,25.0,60.56,60.54,60.56
Anton-Leander Donkor,,,,,18.0,59.0,,,20.0,61.0,21.0,61.0,A. Donkor,Forward,SV Waldhof Mannheim,22.0,62.0,61.5,61.65,23.0,24.0,25.0,61.59,61.59,61.63
Donald Love,,,,,21.0,59.0,22.0,60.0,23.0,62.0,24.0,60.0,D. Love,Defender,Shrewsbury,25.0,65.0,62.5,62.59,26.0,27.0,28.0,62.48,62.43,62.42
Luiz Felipe Ramos Marchi,,,,,19.0,59.0,20.0,61.0,21.0,73.0,22.0,77.0,Luiz Felipe,Defender,Lazio,23.0,77.0,77.0,77.22,24.0,25.0,26.0,77.4,77.64,77.92
Ryan Hedges,,,,,20.0,59.0,21.0,62.0,22.0,63.0,23.0,64.0,R. Hedges,Forward,Aberdeen,24.0,66.0,65.0,65.13,25.0,26.0,27.0,65.08,65.09,65.14
